SoldTo,NamaAgen,Wilayah,TipePangkalan,IDRegistrasi,NamaPangkalan,EmailPangkalan,NoHPPemilik,NoKTPPemilik,NamaPemilik,NomorNIB,QtyKontrak,Catatan,TipePembayaran,NoRekening,NamaBank,NamaAkunBank,TanggalDiapproveSAM,Provinsi,Kota,Kecamatan,Kelurahan,RT,RW,KodePos,Alamat,IntegrasiMAP,MID,Latitude,Longitude,StatusPembaharuan
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023661220221,UTAMI ENERGY,agusutami779@gmail.com,81281322146,1271746894583221,Agus Utami,,1650,,Cashless,1060010000000.0,Bank Mandiri,AGUS UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20236,Jalan Priasa No 15,Ya,LPG_222544,3.597679,98.689711,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023646077251,NOSE GAS,meganose453@gmail.com,81267258679,1271805760499176,Mega Nose,1207530205250000,1120,,Cashless,1060010000000.0,Bank Mandiri,MEGA NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20114,Jalan Dewi No 138,Ya,LPG_218725,3.59944,98.681924,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023764477554,FITRIANI JAYA,hestifitriani763@gmail.com,81287758736,1271984104252106,Hesti Fitriani,1207597624190000,1120,,Cashless,1060010000000.0,Bank Mandiri,HESTI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20114,Jalan Shinellah No 27,Ya,LPG_215049,3.600118,98.681539,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.202368076507,RAHAYU GAS,ovirahayu997@gmail.com,81299954911,1271980731085999,Ovi Rahayu,1207677821240000,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OVI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20236,Jalan Saputra No 95,Ya,LPG_212889,3.597316,98.680516,Active Diperbaharui
793600,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023735054398,NOSE LPG,andinose28@gmail.com,81271559036,1271512120393200,Andi Nose,1207724230670000,800,,Cashless,1060010000000.0,Bank Mandiri,ANDI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20236,Jalan Shinellah No 181,Ya,LPG_229135,3.582929,98.683116,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023744233609,FITRIANI GAS,pratamafitriani926@gmail.com,81225935998,1271464698657948,Pratama Fitriani,1207806403100000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,PRATAMA FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20236,Jalan Nose No 133,Ya,LPG_219182,3.594094,98.66555,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023733430703,AHMAD LPG,sitiahmad345@gmail.com,81219272460,1271329394242118,Siti Ahmad,1207483088720000,1120,,Cashless,1060010000000.0,Bank Mandiri,SITI AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20235,Jalan Saputra No 47,Ya,LPG_221002,3.624279,98.672498,Active Diperbaharui
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023628835775,RAHAYU LPG,megarahayu204@gmail.com,81223718654,1271350690337674,Mega Rahayu,1207291346350000,1120,,Cashless,1060010000000.0,Bank Mandiri,MEGA RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20114,Jalan Utami No 76,Ya,LPG_213063,3.581628,98.672893,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023688455789,SAPUTRA ENERGY,agussaputra479@gmail.com,81234123174,1271429805692709,Agus Saputra,1207664156840000,800,,Cashless,1060010000000.0,Bank Mandiri,AGUS SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,GAHARU,111,111,20114,Jalan Fitriani No 107,Ya,LPG_229606,3.58366,98.660602,Active Diperbaharui
793602,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023790553252,PRIASA ENERGY,budipriasa936@gmail.com,81270654420,1271198755754992,Budi Priasa,1207929120850000,1650,,Cashless,1060010000000.0,Bank Mandiri,BUDI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20236,Jalan Ahmad No 61,Ya,LPG_222233,3.618557,98.665016,Active Diperbaharui
793603,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.202369177031,FITRIANI MAJU,agusfitriani628@gmail.com,81267148447,1271594759254151,Agus Fitriani,1207608361800000,1000,,Cashless,1060010000000.0,Bank Mandiri,AGUS FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20235,Jalan Utami No 192,Ya,LPG_224407,3.620786,98.684055,Active Diperbaharui
793603,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023674231046,ARIYANI JAYA,pratamaariyani381@gmail.com,81289172843,1271558786059390,Pratama Ariyani,1207320532320000,1000,,Cashless,1060010000000.0,Bank Mandiri,PRATAMA ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SEI PUTIH BARAT,111,111,20236,Jalan Saputra No 175,Ya,LPG_221389,3.590552,98.673754,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.202372389968,SANTOSO ENERGY,fauzisantoso385@gmail.com,81248305406,1271978041581726,Fauzi Santoso,1207519103370000,1120,,Cashless,1060010000000.0,Bank Mandiri,FAUZI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20236,Jalan Rahayu No 56,Ya,LPG_212000,3.587873,98.673693,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023748751077,SPBU 142011976,megasantoso513@gmail.com,81220479756,1271209331046722,Mega Santoso,1207147433040000,1000,,Cashless,1060010000000.0,Bank Mandiri,MEGA SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20235,Jalan Fitriani No 73,Ya,LPG_211534,3.590874,98.670932,Active Diperbaharui
793603,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023784881467,ARIYANI MAJU,olaariyani260@gmail.com,81292816026,1271409128772873,Ola Ariyani,1207938918690000,800,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OLA ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20114,Jalan Ariyani No 122,Ya,LPG_221493,3.602121,98.683875,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023669473488,RAHAYU MAJU,fauzirahayu992@gmail.com,81253290380,1271503110957645,Fauzi Rahayu,1207770509570000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,FAUZI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20235,Jalan Dewi No 18,Ya,LPG_229622,3.602049,98.678569,Active Diperbaharui
793600,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023650204911,ARIYANI LPG,agusariyani330@gmail.com,81268640419,1271309449777759,Agus Ariyani,1207810040980000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,AGUS ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GAHARU,111,111,20235,Jalan Rahayu No 93,Ya,LPG_227071,3.601003,98.676795,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023620422487,AHMAD LPG,rizkyahmad839@gmail.com,81256556353,1271341986904438,Rizky Ahmad,1207990429700000,1120,,Cashless,1060010000000.0,Bank Mandiri,RIZKY AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GAHARU,111,111,20235,Jalan Utami No 196,Ya,LPG_229366,3.614561,98.672693,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023717375395,WAHYUNI MAJU,megawahyuni29@gmail.com,81256374702,1271145916250415,Mega Wahyuni,1207538397520000,1120,,Cashless,1060010000000.0,Bank Mandiri,MEGA WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20235,Jalan Wijaya No 176,Ya,LPG_217191,3.619882,98.685348,Active Diperbaharui
793602,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023659635181,WAHYUNI MAJU,megawahyuni237@gmail.com,81232801771,1271689882268706,Mega Wahyuni,1207454658540000,1120,,Cashless,1060010000000.0,Bank Mandiri,MEGA WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20235,Jalan Wijaya No 153,Ya,LPG_213742,3.618545,98.68515,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023659322701,ARIYANI GAS,oviariyani217@gmail.com,81268931467,1271266561861680,Ovi Ariyani,1207999710760000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,OVI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,PULO BRAYAN DARAT II,111,111,20236,Jalan Wijaya No 106,Ya,LPG_219886,3.610709,98.683518,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023762425862,WIJAYA MAJU,megawijaya341@gmail.com,81287077806,1271986042509895,Mega Wijaya,1207645321830000,800,,Cashless,1060010000000.0,Bank Mandiri,MEGA WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GLUGUR KOTA,111,111,20236,Jalan Wahyuni No 72,Ya,LPG_222057,3.590154,98.687328,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023663919218,PRIASA GAS,setiawanpriasa979@gmail.com,81275997322,1271311263837981,Setiawan Priasa,1207729527990000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20114,Jalan Ariyani No 10,Ya,LPG_227776,3.614033,98.661257,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023645574826,RAHAYU GAS,hestirahayu986@gmail.com,81243369800,1271709773214054,Hesti Rahayu,1207649068210000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,HESTI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20236,Jalan Dewi No 94,Ya,LPG_223649,3.591635,98.662488,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023658116579,SANTOSO MAJU,olasantoso947@gmail.com,81257463545,1271568636905293,Ola Santoso,1207282400090000,800,,Cashless,1060010000000.0,Bank Mandiri,OLA SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20236,Jalan Ariyani No 42,Ya,LPG_229428,3.601615,98.671783,Active Diperbaharui
793600,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023759398817,SANTOSO GAS,setiawansantoso445@gmail.com,81270886691,1271967027218745,Setiawan Santoso,1207343523270000,1650,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20114,Jalan Wahyuni No 180,Ya,LPG_217456,3.58024,98.662987,Active Diperbaharui
793600,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023769146684,SPBU 142011656,fauzirahayu849@gmail.com,81290321031,1271444430387958,Fauzi Rahayu,1207882902540000,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,FAUZI RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20114,Jalan Shinellah No 75,Ya,LPG_214648,3.580002,98.673515,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023767358426,SPBU 142011314,hestiariyani32@gmail.com,81292935526,1271456974828153,Hesti Ariyani,1207166767840000,1650,,Cashless,1060010000000.0,Bank Mandiri,HESTI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20114,Jalan Wahyuni No 20,Ya,LPG_217299,3.625977,98.66405,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023610384602,SPBU 142011766,rinasaputra310@gmail.com,81210415577,1271630706729196,Rina Saputra,1207628113440000,1650,,Cashless,1060010000000.0,Bank Mandiri,RINA SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GLUGUR KOTA,111,111,20236,Jalan Fitriani No 23,Ya,LPG_211259,3.624971,98.687506,Active Diperbaharui
793602,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023756427786,FITRIANI LPG,lestarifitriani960@gmail.com,81267822853,1271241613519059,Lestari Fitriani,1207130516940000,1000,,Cashless,1060010000000.0,Bank Mandiri,LESTARI FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SIDORAME BARAT II,111,111,20236,Jalan Fitriani No 188,Ya,LPG_211739,3.611851,98.682349,Active Diperbaharui
793601,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023717613278,SAPUTRA GAS,hestisaputra351@gmail.com,81259946803,1271355152153982,Hesti Saputra,1207763430500000,1120,,Cashless,1060010000000.0,Bank Mandiri,HESTI SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,GAHARU,111,111,20236,Jalan Fitriani No 77,Ya,LPG_217755,3.624608,98.663414,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023613299005,SPBU 142011154,megapriasa295@gmail.com,81256817646,1271228786388055,Mega Priasa,1207711373700000,1650,,Cashless,1060010000000.0,Bank Mandiri,MEGA PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GLUGUR KOTA,111,111,20114,Jalan Nose No 155,Ya,LPG_212076,3.616643,98.661783,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023646186257,SAPUTRA GAS,rinasaputra797@gmail.com,81266054014,1271890788433682,Rina Saputra,1207663309280000,1120,,Cashless,1060010000000.0,Bank Mandiri,RINA SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SEI PUTIH BARAT,111,111,20236,Jalan Dewi No 79,Ya,LPG_210630,3.613168,98.66115,Active Diperbaharui
793600,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023782530342,AHMAD GAS,megaahmad120@gmail.com,81211506703,1271889389982181,Mega Ahmad,1207644443940000,1000,,Cashless,1060010000000.0,Bank Mandiri,MEGA AHMAD,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20236,Jalan Santoso No 152,Ya,LPG_211692,3.62966,98.676148,Active Diperbaharui
793600,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023631389115,FITRIANI MAJU,olafitriani189@gmail.com,81274998116,1271102983843102,Ola Fitriani,1207930316180000,1650,,Cashless,1060010000000.0,Bank Mandiri,OLA FITRIANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,GAHARU,111,111,20235,Jalan Saputra No 110,Ya,LPG_221125,3.610117,98.684669,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023778830659,RAHAYU LPG,olarahayu675@gmail.com,81254514430,1271205362275664,Ola Rahayu,1207235045770000,1650,,Cashless,1060010000000.0,Bank Mandiri,OLA RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,GAHARU,111,111,20236,Jalan Shinellah No 134,Ya,LPG_215734,3.623102,98.6708,Active Diperbaharui
793602,PT. MEDAN GAS UTAMA,KOTA MEDAN,Regular,1.2023755397262,ARIYANI MAJU,pratamaariyani307@gmail.com,81228772734,1271894414738152,Pratama Ariyani,1207971438920000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,PRATAMA ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20235,Jalan Ariyani No 72,Ya,LPG_211629,3.617263,98.686849,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023737973702,RAHAYU ENERGY,rinarahayu88@gmail.com,81278936161,1271326687713010,Rina Rahayu,1207149109560000,1120,,Cashless,1060010000000.0,Bank Mandiri,RINA RAHAYU,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GAHARU,111,111,20235,Jalan Dewi No 150,Ya,LPG_211259,3.625827,98.687596,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023652225965,WAHYUNI GAS,rizkywahyuni295@gmail.com,81248579385,1271608478767317,Rizky Wahyuni,1207476249920000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,RIZKY WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PERJUANGAN,SEI PUTIH BARAT,111,111,20235,Jalan Saputra No 37,Ya,LPG_223428,3.580127,98.669946,Active Diperbaharui
793603,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023720988791,SANTOSO JAYA,olasantoso967@gmail.com,81278961389,1271139324320609,Ola Santoso,1207366802420000,800,,Cashless,1060010000000.0,Bank Mandiri,OLA SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20235,Jalan Santoso No 115,Ya,LPG_229172,3.598901,98.673554,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023643436106,SHINELLAH MAJU,putrishinellah499@gmail.com,81262513364,1271118158816090,Putri Shinellah,1207660760660000,800,,Cashless,1060010000000.0,Bank Mandiri,PUTRI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20236,Jalan Nose No 8,Ya,LPG_214815,3.584969,98.683705,Active Diperbaharui
793600,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023656833887,PRIASA JAYA,andipriasa453@gmail.com,81218117828,1271407696976448,Andi Priasa,1207272650020000,1120,,Cashless,1060010000000.0,Bank Mandiri,ANDI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SIDORAME BARAT II,111,111,20235,Jalan Wahyuni No 196,Ya,LPG_217190,3.623806,98.665187,Active Diperbaharui
793603,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023718044414,SPBU 142011318,megasantoso693@gmail.com,81238725782,1271852154790577,Mega Santoso,1207214239800000,1120,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,MEGA SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20236,Jalan Ahmad No 28,Ya,LPG_215538,3.624292,98.663757,Active Diperbaharui
793602,PT. PATRA NIAGA MEDAN,KOTA MEDAN,Regular,1.2023698941319,SHINELLAH LPG,putrishinellah121@gmail.com,81211990689,1271523389787659,Putri Shinellah,1207637826590000,1650,,Cashless,1060010000000.0,Bank Mandiri,PUTRI SHINELLAH,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20114,Jalan Saputra No 111,Ya,LPG_229459,3.583569,98.681296,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023697251312,DEWI JAYA,rinadewi960@gmail.com,81215941164,1271967482797395,Rina Dewi,1207631583210000,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,RINA DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20236,Jalan Saputra No 197,Ya,LPG_212996,3.605191,98.687982,Active Diperbaharui
793602,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023690131876,UTAMI ENERGY,agusutami329@gmail.com,81213652330,1271253853081445,Agus Utami,1207376212740000,1120,,Cashless,1060010000000.0,Bank Mandiri,AGUS UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SIDORAME BARAT II,111,111,20235,Jalan Wahyuni No 92,Ya,LPG_219751,3.593832,98.674944,Active Diperbaharui
793601,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023777120497,SAPUTRA JAYA,rizkysaputra593@gmail.com,81243234778,1271571123577614,Rizky Saputra,1207551472650000,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,RIZKY SAPUTRA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN KOTA,SEI PUTIH BARAT,111,111,20114,Jalan Ariyani No 89,Ya,LPG_228611,3.591352,98.672694,Active Diperbaharui
793600,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023793583654,NOSE JAYA,agusnose386@gmail.com,81231202727,1271684871166308,Agus Nose,,800,,Cashless,1060010000000.0,Bank Mandiri,AGUS NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20236,Jalan Fitriani No 192,Ya,LPG_210128,3.60684,98.661405,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023716352244,PRIASA JAYA,lestaripriasa194@gmail.com,81219270926,1271294654255165,Lestari Priasa,,1650,,Cashless,1060010000000.0,Bank Mandiri,LESTARI PRIASA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,PULO BRAYAN DARAT II,111,111,20114,Jalan Utami No 77,Ya,LPG_223483,3.622601,98.680201,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023654672678,ARIYANI MAJU,setiawanariyani26@gmail.com,81246683540,1271654735787003,Setiawan Ariyani,1207834833350000,1000,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,SEI PUTIH BARAT,111,111,20236,Jalan Ariyani No 106,Ya,LPG_215102,3.58799,98.683646,Active Diperbaharui
793603,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023613323579,WIJAYA ENERGY,budiwijaya620@gmail.com,81278145790,1271859471907882,Budi Wijaya,,1650,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,BUDI WIJAYA,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20114,Jalan Ariyani No 145,Ya,LPG_216709,3.610659,98.686197,Active Diperbaharui
793600,PT. BERKAH LPG SEJAHTERA,KOTA MEDAN,Regular,1.2023643566036,UTAMI JAYA,hestiutami867@gmail.com,81282737358,1271304903523837,Hesti Utami,1207408444350000,1120,,Cashless,1060010000000.0,Bank Mandiri,HESTI UTAMI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20114,Jalan Santoso No 93,Ya,LPG_211613,3.612246,98.665657,Active Diperbaharui
793600,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023660406186,ARIYANI GAS,oviariyani764@gmail.com,81293699110,1271250657627323,Ovi Ariyani,1207125733450000,800,,Cashless,1060010000000.0,Bank Mandiri,OVI ARIYANI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN BARAT,PULO BRAYAN DARAT II,111,111,20114,Jalan Santoso No 69,Ya,LPG_211571,3.625708,98.686109,Active Diperbaharui
793601,PT. RESTU JAYA,KOTA MEDAN,Regular,1.2023729726746,WAHYUNI ENERGY,oviwahyuni828@gmail.com,81248256785,1271442757604733,Ovi Wahyuni,1207749430120000,1000,,Cashless,1060010000000.0,Bank Mandiri,OVI WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN TIMUR,SIDORAME BARAT II,111,111,20236,Jalan Priasa No 129,Ya,LPG_212181,3.600468,98.678626,Active Diperbaharui
793602,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.2023621525972,SPBU 142011214,setiawanwahyuni265@gmail.com,81212758977,1271435399156119,Setiawan Wahyuni,1207443541070000,800,,Cashless,1060010000000.0,Bank Mandiri,SETIAWAN WAHYUNI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,GLUGUR KOTA,111,111,20114,Jalan Wijaya No 110,Ya,LPG_226367,3.615321,98.686242,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023682504042,SPBU 142011681,sitinose36@gmail.com,81290799598,1271537266930689,Siti Nose,1207871017100000,1120,,Cashless,1060010000000.0,Bank Mandiri,SITI NOSE,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,SEI PUTIH BARAT,111,111,20236,Jalan Saputra No 62,Ya,LPG_228218,3.596968,98.68158,Active Diperbaharui
793602,PT. ENERGI SUMATERA JAYA,KOTA MEDAN,Regular,1.2023699335781,SANTOSO JAYA,putrisantoso153@gmail.com,81271339864,1271408411709176,Putri Santoso,1207157599930000,1000,11 OKTOBER 2019,Cashless,1060010000000.0,Bank Mandiri,PUTRI SANTOSO,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20114,Jalan Dewi No 162,Ya,LPG_214852,3.620683,98.686704,Active Diperbaharui
793601,PT. INTI GAS NUSANTARA,KOTA MEDAN,Regular,1.202365340125,DEWI ENERGY,megadewi971@gmail.com,81247561432,1271817885556930,Mega Dewi,1207528381020000,1120,,Cashless,1060010000000.0,Bank Mandiri,MEGA DEWI,01 Jan 0001,SUMATERA UTARA,KOTA MEDAN,MEDAN PETISAH,PULO BRAYAN DARAT II,111,111,20114,Jalan Wijaya No 118,Ya,LPG_225529,3.589758,98.669623,Active Diperbaharui
